"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1273,"Lewis F. Powell, Jr.","Justice","Though a moderate-to-conservative Democrat, Powell was nominated to the Court by President Nixon, and thereby became the Court's swing vote, presaging the future roles of O'Connor, his mentee, and Kennedy. His solo opinion in Bakke became the controlling opinion for future affirmative action cases.","1972","1987","Nixon","Regents of the Univ. of Cal. v. Bakke","Batson v. Kentucky","Arlington Hts. V. Metro. Hous. Dev. Corp.",
1274,"Tariff Act","Public Law","In one of the first major pieces of legislation passed by the First Congress, James Madison sought to compromise between Northern & Southern interests in the passage of the Tariff Act, which ultimately placed Great Britain & France on equal footing with regard to American trade.","1789",,,,,,
1275,"Southwest Ordinance","Public Law","The Southwest Ordinance was modeled after the Northwest Ordinance, with the exception of the provisions outlawing slavery. The territory governed by the ordinance was that ceded by North Carolina to the federal government, and later became the state of Tennessee.","1790",,,,,,
1276,"Bank of the United States","Public Law","This Act established the first Bank of the United States; a sticking point between pro-bank Federalists and anti-bank Democrats. Its later re-chartering led to Chief Justice Marshall's exposition on the Necessary & Proper Clause in McCulloch v. Maryland.","1791",,,,,,
1277,"Midnight Judges Act","Public Law","This Judiciary Act, signed into law at the end of John Adams' administration, allowed Adams to appoint Federalists to new federal judgeships in advance of Jefferson's administration, leading to case of Marbury v. Madison.","1801",,,,,,
1278,"Prohibition of the Slave Trade","Public Law","Signed into law by Thomas Jefferson, the act prohibiting the slave trade was enacted by Congress to take effect at the earliest moment allowed by the U.S. Constitution.","1807",,,,,,
1279,"Nonintercourse Act","Public Law","Passed at the end of the Jefferson Administration, the Non-Intercourse Act placed an embargo on all trade with Great Britain and France, due to their continued impressment of U.S. sailors. Though in part responsible for the War of 1812, it also helped the U.S., of necessity, to become more industrialized.","1809",,,,,,
1280,"Indian Removal Act","Public Law","Strongly supported in the South, and signed into law by Andrew Jackson, the Indian Removal Act allowed the federal government to remove Indian tribes to federal land west of the Mississippi. The forced removals resulted in the ""Trail of Tears.""","1830",,,,,,
1281,"Nelson Act","Public Law","Signed into law by President McKinley, the Nelson Act was the first bankruptcy act passed by Congress to provide a semblance of creditor protection to bankrupt companies.","1841",,,,,,
1282,"Texas Annexation Resolution","Public Law","The Texas Annexation Joint Resolution, passed in the days leading up to the inauguration of President Polk, brought Texas into the Union after 9 years as a republic following its secession from Mexico. Disputes following the annexation eventually led to the Mexican War.","1850",,,,,,
1283,"First Confiscation Act","Public Law","The First Confiscation Act, signed into law by President Lincoln, allowed Union courts to conduct proceedings confiscating Confederate property used in the Confederate war effort, including slave labor.","1861",,,,,,
1284,"Enrollment Act","Public Law","Signed into law by President Lincoln, the Enrollment Act facilitated the conscription of troops into the Union Army. Inequities in the law, such as paying substitutes to take one's place, thus allowing the well-to-do to avoid conscription, led to riots in New York City and elsewhere.","1863",,,,,,
1285,"National Banking Acts","Public Law","Signed into law by President Lincoln, the National Banking Acts established the national banking system and the Office of the Comptroller of the Currency.","1864",,,,,,
1286,"Yellowstone National Park Act","Public Law","The Yellowstone National Park Act established the Yellowstone National Park as the first in the U.S., and perhaps the first such park in the world.","1872",,,,,,
1287,"Bland-Allison Act","Public Law","Overriding a veto by President Hayes, Congress required the Treasury to purchase silver for use as silver dollars, to prevent the recurrence of the recent Panic of 1873, caused in part by the reduction in the use of silver worldwide as a legal tender.","1878",,,,,,
1288,"Posse Comitatus Act","Public Law","Passed in the wake of Reconstruction, the Posse Comitatus Act was passed to limit the federal government's ability to call federal troops into service to enforce state law.","1878",,,,,,
1289,"Pendleton Civil Service Reform Act","Public Law","The Pendleton Civil Service Reform Act, signed into law by President Arthur, created the Civil Service Commission, and largely replaced the system of patronage appointments to government jobs with a merit-based system.","1883",,,,,,
1290,"Indian General Allotment Act","Public Law","Also known as the Dawes Act, the General Allotment Act was an attempt by the federal government to assimilate Indians into American society. To that end, the act disestablished tribal governments, and allotted tribal land to individual Indian owners. Considered a widespread failure, the program was ended in 1934.","1887",,,,,,
1291,"Income Tax and Wilson-Gorman Tariff Act","Public Law","A compromise measure that lowered the tariff but imposed the first-ever peacetime income tax, it was passed without President Cleveland's signature as he refused to sign it. The income tax provision was struck down by the Supreme Court in Pollock v. Farmers' Loan & Trust Co.","1894",,,,,,
1292,"Gold Standard Act","Public Law","Signed into law by President McKinley, the Gold Standard Act removed silver as a standard for redeeming paper money, thus ending ""bimetallism."" The U.S. receded from the gold standard altogether in 1933, in the midst of the Great Depression.","1900",,,,,,
1293,"Panama Canal Purchase Act","Public Law","This act allowed the U.S. to pursue the purchase of territory to build the Panama Canal, which led to a dispute with Colombia and the United States' support of Panama's separation and independence from Colombia, securing the United States' ability to build the canal.","1902",,,,,,
1294,"Antiquities Act","Public Law","The Antiquities Act allows the President, by executive order, to restrict the use of public lands. Its first invocation was by Teddy Roosevelt to proclaim Devils Tower National Monument.","1906",,,,,,
1295,"Harrison Narcotics Tax Act","Public Law","The Harrison Narcotics Tax Act, signed into law by Woodrow Wilson, regulated the trade (including manufacturing, importation, sale, and use) of opiates and cocaine. A provision applicable to doctors and their authority to prescribe certain drugs was struck down by the Supreme Court.","1914",,,,,,
1296,"Keating-Owen Act","Public Law","Passed and signed into law by President Wilson, the Keating-Owen Law sought to ban interstate commerce in goods manufactured in violation of child labor standards. The Supreme Court struck down the law in Hammer v. Dagenhart.","1916",,,,,,
1297,"Trading with the Enemy Act","Public Law","Enacted during World War II, the Trading with the Enemy Act empowers the President to restrict trade with foreign nations at war with or hostile to the United States.","1917",,,,,,
1298,"Migratory Bird Treaty Act","Public Law","Signed into law by President Wilson, the Migratory Bird Treaty Act put into effect the Migratory Bird Treaty. In Missouri v. Holland, the Supreme Court affirmed that the Supremacy Clause mandated that treaties, like federal statutes, were supreme to state laws.","1918",,,,,,
1299,"Merchant Marine Act","Public Law","More popularly-known as the Jones Act, the Merchant Marine Act, signed into law by Woodrow Wilson, has had the lasting impact of providing redress to injured seamen beyond that allowed by traditional maritime law.","1920",,,,,,
1300,"Bonus Bill","Public Law","Also known as the World War Adjusted Compensation Act, the Bonus Bill provided additional pay and other benefits to veterans of World War I.","1924",,,,,,
1301,"Glass-Steagall Act","Public Law","Passed in response to perceived causes of the stock market crash, the Glass-Steagall Act separated the operations of commercial banks and investment banks, preventing single banks from performing both roles. It was repealed in 1999.","1933",,,,,,
1302,"Walsh-Healey Public Contracts Act","Public Law","The Walsh-Healey Act was a piece of New Deal legislation establishing overtime, maximum hour, and minimum wage standards for work performed to government contracts of over $10,000.","1936",,,,,,
1303,"Hatch Act","Public Law","The Hatch Act, signed into law by President Franklin Roosevelt, was passed in response to perceived use of federal employees for campaign purposes during the 1938 congressional elections. In effect, it prohibits most executive branch employees from actively taking part in political campaigns.","1939",,,,,,
1304,"United Nations Participation Act","Public Law","As its title suggests, the United Nations Participation Act was passed by Congress to initiate the United States' entry into the United Nations following World War II, something Congress failed to achieve with the League of Nations after World War I.","1945",,,,,,
1305,"Economic Cooperation Act (Marshall Plan)","Public Law","The Economic Cooperation Act, implemented as the Marshall Plan, provided extensive American economic assistance to Western Europe in the wake of World War II, allowing Western Europe to rebuild and to contain communism.","1948",,,,,,
1306,"Central Intelligence Agency Act","Public Law","The Central Intelligence Agency Act, signed into law by President Truman, allows the CIA to avoid itemized budget lines and employ other confidential means to avoid disclosure of agency operations.","1949",,,,,,
1307,"Small Business Act","Public Law","The Small Business Act, signed into law by President Eisenhower, created the Small Business Administration, tasked with assisting the viability of small businesses and entrepreneurs through SBA-backed loans, and numerous programs and benefits designed to educate and support small businesses.","1953",,,,,,
1308,"Highway Act","Public Law","Signed into law by President Eisenhower, this act, also known as the National Interstate and Defense Highways Act, established the Interstate Highway System.","1956",,,,,,
